Player_ID,Session_ID,Level_Number,Play_Duration_s,Actions_Per_Minute,Deaths,Score,XP_Gained,Time_in_Menu_s,Item_Used,Game_Mode,Engagement_Score,Session_Success
,Player_0008_S1,6.0,348.945583118141,28,1.0,14453.276988776985,9552.580344375967,26.398102798137543,Shield,Competitive,71.73790336968034,1.0
Player_0003,,,21.99855928758886,39,4.0,8672.684731069894,4324.509906469192,7.695730132356177,Grenade,Cooperative,65.40214505273235,0.0
Player_0001,Player_0001_S2,11.0,91.87897129678262,41,4.0,26737.34306619841,619.4338022585114,7.833760452073777,None,Competitive,43.61773258626965,1.0
Player_0003,Player_0003_S1,20.0,34.56001018219715,38,,13071.486832085782,1946.0647285228495,22.498273887949917,Grenade,Cooperative,65.3218419957504,1.0
Player_0007,Player_0007_S2,15.0,1024.673287557977,53,3.0,,1865.3843344245677,17.047440243017267,Grenade,Cooperative,51.80760984962877,1.0
Player_0004,Player_0004_S3,5.0,108.35805063251468,41,2.0,36541.03312595068,6435.913235191505,7.1808564250091065,None,Solo,87.98527037229174,1.0
Player_0010,Player_0010_S3,18.0,66.22310409903623,35,0.0,105219.84468051365,14109.52115683966,,Shield,Cooperative,70.99454127697491,1.0
Player_0006,Player_0006_S2,3.0,288.00942236787984,31,1.0,611.9089635025787,803.2496404758946,21.103604165342816,Grenade,Competitive,72.19295798301796,1.0
Player_0002,Player_0002_S4,13.0,438.9258277384133,33,3.0,3566.830165003648,1398.6522503861274,22.946495364738283,Grenade,Solo,86.25266053713668,0.0
Player_0006,Player_0006_S1,7.0,33.207661010986776,61,1.0,6486.953705987009,3859.5918893051153,23.50601893602739,Health_Potion,Competitive,46.7424312383457,0.0
Player_0007,Player_0007_S3,13.0,112.08669255780008,36,2.0,63075.51533000389,1481.7829618321798,34.91851762948194,Grenade,Competitive,69.67252510175787,1.0
Player_0009,Player_0009_S2,6.0,102.95883329784388,46,2.0,26542.148611496723,8000.583971895463,13.665430460735836,Shield,Competitive,75.65613372970572,1.0
Player_0009,Player_0009_S3,7.0,256.2433981197022,50,0.0,6446.951289425845,2940.821345181611,15.738533478623832,Grenade,Competitive,51.77890393660719,1.0
Player_0005,Player_0005_S1,4.0,118.92643247409919,38,1.0,5218.158179755327,5942.160175886945,10.580645805294266,Mana_Potion,Cooperative,77.00203729268196,0.0
Player_0008,Player_0008_S3,11.0,55.793802146821214,39,2.0,2769.5639983820006,3552.4957864574494,15.28378496835167,Mana_Potion,Cooperative,76.83342756467823,1.0
Player_0007,Player_0007_S4,10.0,35.34202579423981,44,5.0,15163.643096233696,3084.4152298118174,14.567011640691016,Health_Potion,Competitive,72.4604782311738,1.0
