User_ID,Session_ID,Timestamp,Event_Type,Event_Target,Click_X,Click_Y,Scroll_Depth_%,Dwell_Time_ms,Time_on_Page_s,Session_Length_s,Device_Type,Browser,Network_Speed_Mbps,Error_Code,Conversion
U00103,U00103_S3,2024-01-02 04:43:47,click,element_14,969.0,209.0,,,11.336799215530712,15.113534491736612,Desktop,Firefox,35.31573843855376,500,0.0
U00119,U00119_S3,2024-02-29 18:23:50,hover,element_23,1653.0,1045.0,,37.01818946067088,5.8301774272248394,233.61266957014652,Mobile,Chrome,106.29852875357983,404,0.0
U00087,U00087_S2,2024-03-18 10:14:50,click,element_31,1341.0,323.0,,,10.281743684605093,153.27616082443006,Mobile,Safari,55.84889968954065,404,0.0
U00042,U00042_S3,2024-02-18 09:51:03,click,element_40,1724.0,234.0,,,8.198401206169988,36.74343945511038,Tablet,Firefox,63.3837839593131,None,0.0
U00175,U00175_S1,2024-02-13 13:30:12,hover,element_26,1102.0,,,1894.8958580013807,4.337540032202878,,Desktop,Edge,42.77924167953808,None,0.0
U00123,U00123_S2,2024-02-27 16:52:02,click,element_13,28.0,927.0,,,,23.882633611125772,Mobile,Safari,20.757608066406295,None,0.0
U00007,U00007_S1,2024-03-04 12:59:22,form_submit,element_28,,,,,118.15139203041286,85.75208888313678,Mobile,Safari,65.15992019443092,None,0.0
U00048,U00048_S2,2024-01-28 04:35:07,click,element_42,502.0,1029.0,,,17.90224183754754,82.36460270367046,Tablet,Firefox,33.642012983752224,None,0.0
U00086,U00086_S2,2024-03-09 18:36:33,page_view,,,,,852.1004783582981,36.43637865472823,59.39690885218478,Mobile,Firefox,13.785130906879994,500,
U00076,U00076_S1,2024-03-07 21:05:41,form_submit,element_38,,,,,93.5015242061915,110.47058177768191,Mobile,Edge,3.1433793406650365,None,0.0
U00138,U00138_S1,2024-02-05 14:32:52,scroll,element_8,,,59.0,,106.04420659343687,19.825921893275478,Tablet,Firefox,39.565581677058226,None,1.0
U00162,U00162_S1,2024-02-23 17:27:51,scroll,element_34,,,58.0,,15.757228135092442,55.00966924742364,Desktop,Edge,31.304723075616568,Timeout,0.0
U00170,U00170_S3,2024-03-21 20:28:54,click,element_42,1058.0,547.0,,,14.837520599952382,387.4651863429807,Tablet,Safari,24.156605953627665,Timeout,0.0
U00025,U00025_S2,2024-02-22 06:57:00,click,element_14,291.0,703.0,,,23.649623125803256,41.22321778486241,,Chrome,5.4900601430029115,Timeout,0.0
U00153,U00153_S3,2024-02-04 06:03:59,scroll,element_37,,,47.0,,16.859507954925082,55.77436999757245,Tablet,Chrome,46.882143811451876,None,0.0
U00111,U00111_S1,2024-03-15 19:04:55,page_view,element_36,,,,1454.8383894753745,8.681360724558846,11.200808718961744,Desktop,Chrome,42.52456928904501,None,0.0
U00094,U00094_S3,2024-03-03 10:23:13,page_view,element_23,,,,804.7708237000396,25.465136248222787,,Desktop,Safari,92.54722004526097,None,0.0
U00185,U00185_S2,2024-01-07 15:03:42,hover,element_13,870.0,192.0,,1596.0472304252605,87.86742405258592,136.06625685588637,,Chrome,38.88614774852266,Timeout,0.0
