User_ID,Device_Type,Latitude,Longitude,Session_Timestamp,Gaze_Target,Interaction_Type,Task_Success,Distance_to_Target_m,Head_Orientation_XYZ,Latency_ms,Completion_Time_s,Cognitive_Load_Score
U0001,HTC_Vive,37.180288273910094,-122.01335090407133,2024-01-01 00:00:00,Environment,Pointer,1.0,0.6269720418826682,"(-0.95, 0.18, 0.74)",62.80131529871926,88.38849240933257,4
U0002,Oculus_Quest,,-121.75262499646693,2024-01-01 00:00:05,Avatar,Voice,1.0,0.9751205684951718,"(0.49, 0.53, -0.97)",88.69630679050044,107.59112601441672,3
U0003,Oculus_Quest,37.85733565636963,-121.80782202258288,2024-01-01 00:00:10,Object_B,Voice,,2.237511522661894,"(0.30, -0.05, -0.39)",22.057104555790225,44.949398096537315,3
U0004,,37.2939936086847,-122.4897629642276,2024-01-01 00:00:15,Object_A,Voice,1.0,0.5933717007314784,"(-0.41, -0.50, 0.42)",111.01657865271167,38.389240998287576,4
U0005,AR_Glasses,37.98555533141767,-121.90019437307542,2024-01-01 00:00:20,Object_A,Gesture,1.0,1.9553165948643598,"(-0.54, 0.47, -0.52)",127.06919951547191,21.086942192686813,3
U0006,AR_Glasses,37.224951568783794,-122.3931048197811,2024-01-01 00:00:25,Avatar,Gaze,1.0,2.614208242224347,"(-0.17, 0.47, -0.93)",75.7998768108216,57.377964467416284,3
U0007,HTC_Vive,37.21596236629655,-122.2426646545635,2024-01-01 00:00:30,Object_A,Voice,1.0,1.0701378699613626,"(0.17, 0.64, -0.14)",115.87413332772913,29.17885909194765,3
U0008,AR_Glasses,37.801912015119214,-121.72039706625648,2024-01-01 00:00:35,Object_B,Gaze,1.0,1.9426501955795714,"(0.26, 0.95, -0.44)",73.75011162363683,115.8918630543338,4
U0009,Oculus_Quest,37.365704935682835,-121.71085834528166,2024-01-01 00:00:40,UI_Panel,Gaze,1.0,2.491505459027184,"(-0.20, 0.55, -0.83)",143.4521105510384,74.05985640846012,3
U0010,HTC_Vive,37.96777138230596,-122.36816472406099,2024-01-01 00:00:45,Environment,Pointer,1.0,54.74922358874814,"(-0.42, -0.79, 0.59)",86.67280726104758,125.89685505911721,4
U0011,AR_Glasses,37.9780056609666,-122.2897968849867,2024-01-01 00:00:50,Object_B,Gaze,1.0,1.5104520983534295,"(-0.53, -0.32, 0.04)",97.30560266116535,91.33361207033317,1
U0012,HTC_Vive,37.54257062945767,-121.6825071009079,2024-01-01 00:00:55,Environment,Pointer,1.0,0.0617558422685979,"(0.48, -0.89, -0.95)",69.42430664935637,85.4827090243146,3
U0013,Oculus_Quest,37.815589463296064,-121.88250620747202,2024-01-01 00:01:00,UI_Panel,Voice,0.0,1.0454695470551847,,345.0306811537067,22.648836672240677,3
U0014,Oculus_Quest,37.70016101195852,-122.28209661177999,2024-01-01 00:01:05,Object_B,Gesture,1.0,1.271235058983195,"(0.31, 0.24, -0.27)",32.566306251882764,31.273463959015338,4
,AR_Glasses,37.09427697026911,-121.89056089191189,2024-01-01 00:01:10,UI_Panel,Gesture,1.0,1.237340650285997,"(0.97, -0.19, 0.74)",78.03185927984812,94.58519188567992,3
U0016,AR_Glasses,37.6489397818515,-122.19257752803152,2024-01-01 00:01:15,UI_Panel,Gaze,1.0,2.9105015350398626,"(0.16, -1.00, 0.74)",36.53696403158473,81.17575348575657,4
U0017,AR_Glasses,37.0769658910142,-122.0410475279297,2024-01-01 00:01:20,Avatar,Gaze,1.0,1.3733107402924534,"(-0.30, 0.05, -0.07)",149.83811685599915,35.51680547077336,2
U0018,Oculus_Quest,37.02953664344982,-122.27029491936413,2024-01-01 00:01:25,Object_B,Gesture,0.0,2.218716337154731,"(-0.60, -0.81, -0.99)",31.70763804970944,50.98867779676999,1
U0019,HTC_Vive,37.433713160212804,-121.91968742708875,2024-01-01 00:01:30,UI_Panel,Gesture,1.0,4.38493461104132,"(0.93, -0.80, 0.75)",58.25824961137239,32.68460538846761,2
,AR_Glasses,37.484245011823724,-121.84936798379178,2024-01-01 00:01:35,UI_Panel,Gesture,1.0,1.431207387058588,"(-0.04, 0.16, 0.06)",164.18589497618908,44.27052414552239,5
U0021,HTC_Vive,37.4822186814718,-121.65537092912797,2024-01-01 00:01:40,Object_B,Gesture,0.0,0.6369284881427001,"(0.50, 0.94, -0.97)",93.19417854239695,27.293890091231404,3
U0022,HTC_Vive,37.40371569523332,-121.73666030395532,2024-01-01 00:01:45,Avatar,Voice,1.0,15.552177285121259,"(1.00, -0.03, 0.37)",88.46375684657121,66.06370842486605,4
U0023,AR_Glasses,37.39171953848736,-122.16123975739193,2024-01-01 00:01:50,UI_Panel,Gesture,0.0,1.9774066153504453,"(-0.47, 0.87, -0.06)",59.909892040735755,47.38292212917111,3
U0024,Oculus_Quest,37.731184446725166,-122.4373736322301,2024-01-01 00:01:55,Object_B,Voice,0.0,0.4676603619517921,"(-0.44, -0.79, 0.97)",51.37120948457337,164.10980288163267,2
U0025,HTC_Vive,,-122.17081496375064,2024-01-01 00:02:00,Environment,Gesture,,0.28615137177383854,"(-0.15, 0.42, -0.95)",52.5431600633777,49.745382130932605,4
U0026,HTC_Vive,37.414113536489324,-121.58029436112113,,Object_A,Pointer,1.0,8.541757694384637,"(0.11, -0.19, 0.66)",59.266931496663744,59.99433533933549,2
U0027,AR_Glasses,37.062521245022275,-122.29053814647337,2024-01-01 00:02:10,Environment,Gesture,1.0,1.2357631500172088,"(0.76, 0.60, -0.21)",103.29416853749863,67.80833037324479,3
U0028,Oculus_Quest,37.0065236690552,-121.7125149704295,,UI_Panel,Voice,1.0,0.7504154786363078,"(-0.93, -0.78, 0.75)",56.44013794040997,181.7193655171412,2
U0029,HTC_Vive,37.4059263820449,-122.13580480778008,2024-01-01 00:02:20,UI_Panel,Gaze,0.0,5.490806491895792,"(-0.25, 0.31, 0.63)",74.75167379183819,155.70249645973522,1
U0030,HTC_Vive,37.297316049630226,-122.47116011691745,2024-01-01 00:02:25,UI_Panel,Pointer,1.0,0.5791280652035934,"(-0.03, -0.70, -0.84)",30.583605064020674,55.171982568611746,1
U0031,HTC_Vive,37.781306238070826,-121.55309704269806,2024-01-01 00:02:30,UI_Panel,Voice,1.0,0.9738416943577187,"(0.32, 0.29, 0.45)",244.6943943151079,26.102431643668393,2
U0032,AR_Glasses,37.57697005968745,-122.49263527539101,2024-01-01 00:02:35,Avatar,Voice,1.0,3.2053592193711165,"(0.22, 0.42, 0.82)",31.263838811325858,52.13954926922164,3
U0033,AR_Glasses,,-121.61230757306721,2024-01-01 00:02:40,Avatar,Voice,0.0,1.7820569495615575,"(-0.26, -0.15, -0.85)",57.336161740954765,47.57268508282637,2
U0034,HTC_Vive,37.74569003088619,-121.62680207413786,2024-01-01 00:02:45,Environment,Gesture,1.0,1.214903249760072,"(0.90, -0.52, 0.98)",212.90439314445214,74.14939852187597,2
U0035,Oculus_Quest,37.06088194948859,-122.49379889478178,2024-01-01 00:02:50,Environment,Pointer,1.0,7.239939860804653,"(0.24, -0.09, -0.48)",219.100353344653,81.8073330170648,3
U0036,HTC_Vive,37.99285202717329,-122.08814215673621,2024-01-01 00:02:55,Avatar,Gaze,1.0,5.028789900066267,"(-0.36, 0.98, -0.93)",159.33874205899042,112.04228046608281,3
U0037,Oculus_Quest,37.87644784784843,-122.46405059605468,,UI_Panel,Gesture,0.0,3.696777437944893,"(0.01, 0.18, -0.17)",93.43620634962889,104.19954750266243,3
U0038,AR_Glasses,37.08725982810014,-122.0546841650461,2024-01-01 00:03:05,Environment,Gaze,1.0,10.604080962188844,"(0.57, -0.21, -0.10)",51.106929845233076,30.558332654713976,3
U0039,AR_Glasses,37.55603668951045,-121.780824242785,2024-01-01 00:03:10,Environment,Gaze,1.0,0.3790585384807624,"(-0.40, 0.91, 0.17)",164.86701172035777,154.65982004230042,5
U0040,Oculus_Quest,37.507487617562816,-121.96040258328595,2024-01-01 00:03:15,Avatar,Pointer,1.0,0.5793221180459596,"(0.38, 0.90, -0.86)",136.73225842114957,47.12678874371966,4
U0041,Oculus_Quest,37.42673729684064,-122.3193180364628,2024-01-01 00:03:20,Avatar,Gesture,1.0,3.127401174230658,"(0.87, 0.29, 0.68)",97.91974008841393,37.29421688016364,2
U0042,Oculus_Quest,37.495646405244,-122.16412813076344,2024-01-01 00:03:25,Avatar,Gaze,1.0,1.9953179934319811,"(-0.83, 0.00, 0.73)",155.62344025820863,67.86055146440654,1
U0043,HTC_Vive,37.9994289899901,-122.49178560171936,2024-01-01 00:03:30,Object_A,Voice,0.0,4.904237409584461,"(-0.62, 0.39, 0.61)",66.98457954769097,34.35473268148693,4
U0044,AR_Glasses,37.33263960507261,-121.53602546397538,2024-01-01 00:03:35,Avatar,Gesture,1.0,4.586278308937972,"(0.69, -0.33, -0.40)",129.92253546453694,30.039842363043064,2
